SourceListName,SourceFlowName,SourceFlowUUID,SourceFlowContext,SourceUnit,MatchCondition,ConversionFactor,MapType,TargetListName,TargetFlowName,TargetFlowUUID,TargetFlowContext,TargetUnit,Mapper,Verifier,LastUpdated,Flow Condition (S),Flow Condition (T),Flow Conf (S),Flow Conf (T),Context Condition (S),Context Condition (T),Context Conf (S),Context Conf (T),Conversion Conf (S),Conversion Conf (T)
Ecoinvent_3.7,"lead, pb 3.6e-1%, in mixed ore",4df0eac4-44bb-46b6-b588-e3513a1ead2f,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,lead,fe0acd60-3ddc-11dd-ae5d-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"lead, pb 3.6e-1%, in mixed ore",4df0eac4-44bb-46b6-b588-e3513a1ead2f,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,lead,fe0acd60-3ddc-11dd-ae5d-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,"lithium, 0.15% in brine",a9ad523f-b721-4f07-ad9f-584053f3454d,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,lithium,fe0acd60-3ddc-11dd-aa34-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"lithium, 0.15% in brine",a9ad523f-b721-4f07-ad9f-584053f3454d,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,lithium,fe0acd60-3ddc-11dd-aa34-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,lithium,7d2c1cdd-a64a-5936-a577-5b82db0c0d1b,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,lithium,fe0acd60-3ddc-11dd-aa34-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,,>,B,B,,
Ecoinvent_3.7,lithium,7d2c1cdd-a64a-5936-a577-5b82db0c0d1b,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,lithium,fe0acd60-3ddc-11dd-aa34-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,lutetium,d9a2f8e5-f04a-5ffa-8c75-8133ac7f525c,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,lutetium,fe0acd60-3ddc-11dd-a863-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,,>,B,B,,
Ecoinvent_3.7,lutetium,d9a2f8e5-f04a-5ffa-8c75-8133ac7f525c,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,lutetium,fe0acd60-3ddc-11dd-a863-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,"magnesite, 60% in crude ore",d2bf022d-9cbf-4f19-a8ec-7f507746942b,natural resource/in ground,kg,,,FLOWNAME_MANUAL (PROXY),EFv.3.0,magnesite,fe0acd60-3ddc-11dd-aabe-0050c2490048,resource/ground/non renewable/material,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,magnesite,a4bab069-74a9-5b4c-8d6e-5ca984cd9ecd,natural resource/in ground,kg,,,FLOWNAME_MANUAL (PROXY),EFv.3.0,magnesite,fe0acd60-3ddc-11dd-aabe-0050c2490048,resource/ground/non renewable/material,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,magnesium,9e5823ad-9d9b-4b98-b627-e39611b6a8bd,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,magnesium,fe0acd60-3ddc-11dd-aac3-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,,>,B,B,,
Ecoinvent_3.7,magnesium,9e5823ad-9d9b-4b98-b627-e39611b6a8bd,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,magnesium,fe0acd60-3ddc-11dd-aac3-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,"manganese, 35.7% in sedimentary deposit, 14.2% in crude ore",9f9f1f14-6eee-4067-b4a5-80e75fc7b295,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,manganese,fe0acd60-3ddc-11dd-9e5c-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"manganese, 35.7% in sedimentary deposit, 14.2% in crude ore",9f9f1f14-6eee-4067-b4a5-80e75fc7b295,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,manganese,fe0acd60-3ddc-11dd-9e5c-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,manganese,c2586875-bb56-4b1e-84c5-5ff255a1108b,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,manganese,fe0acd60-3ddc-11dd-9e5c-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,,>,B,B,,
Ecoinvent_3.7,manganese,c2586875-bb56-4b1e-84c5-5ff255a1108b,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,manganese,fe0acd60-3ddc-11dd-9e5c-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,mercury,54b9cbd0-65df-4fd3-8a19-dd3b8eccc619,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,mercury,fe0acd60-3ddc-11dd-a8cd-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,,>,B,B,,
Ecoinvent_3.7,mercury,54b9cbd0-65df-4fd3-8a19-dd3b8eccc619,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,mercury,fe0acd60-3ddc-11dd-a8cd-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,"metamorphous rock, graphite containing",5666353e-2db2-41d3-8414-404709151422,natural resource/in ground,kg,,,FLOWNAME_MANUAL (PROXY),EFv.3.0,carbon,08a91e70-3ddc-11dd-944a-0050c2490048,resource/ground/non renewable/material,kg,DW,,29/09/2021,~,~,B,B,>,>,A,A,,
Ecoinvent_3.7,"molybdenum, 0.010% in sulfide, mo 8.2e-3% and cu 1.83% in crude ore",06874cbb-2daf-4981-a55e-2c38be5b7277,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"molybdenum, 0.010% in sulfide, mo 8.2e-3% and cu 1.83% in crude ore",06874cbb-2daf-4981-a55e-2c38be5b7277,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,"molybdenum, 0.014% in sulfide, mo 8.2e-3% and cu 0.81% in crude ore",5514ccd2-469f-4074-9905-529154e7f742,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"molybdenum, 0.014% in sulfide, mo 8.2e-3% and cu 0.81% in crude ore",5514ccd2-469f-4074-9905-529154e7f742,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,"molybdenum, 0.016% in sulfide, mo 8.2e-3% and cu 0.27% in crude ore",ac8571b8-b00b-479d-93cf-b9374feaee05,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"molybdenum, 0.016% in sulfide, mo 8.2e-3% and cu 0.27% in crude ore",ac8571b8-b00b-479d-93cf-b9374feaee05,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,"molybdenum, 0.022% in sulfide, mo 8.2e-3% and cu 0.22% in crude ore",a76cf135-2be1-4e53-9423-9211acd100f1,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"molybdenum, 0.022% in sulfide, mo 8.2e-3% and cu 0.22% in crude ore",a76cf135-2be1-4e53-9423-9211acd100f1,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,"molybdenum, 0.022% in sulfide, mo 8.2e-3% and cu 0.36% in crude ore",30fed59d-d722-482f-be4f-f3d93bdd2527,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"molybdenum, 0.022% in sulfide, mo 8.2e-3% and cu 0.36% in crude ore",30fed59d-d722-482f-be4f-f3d93bdd2527,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,"molybdenum, 0.025% in sulfide, mo 8.2e-3% and cu 0.39% in crude ore",719def62-0941-4264-bc54-97093d847d7a,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"molybdenum, 0.025% in sulfide, mo 8.2e-3% and cu 0.39% in crude ore",719def62-0941-4264-bc54-97093d847d7a,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,"molybdenum, 0.11% in sulfide, mo 4.1e-2% and cu 0.36% in crude ore",eda28c96-8899-4d84-bf18-35c3f1de518e,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"molybdenum, 0.11% in sulfide, mo 4.1e-2% and cu 0.36% in crude ore",eda28c96-8899-4d84-bf18-35c3f1de518e,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,molybdenum,e5a3dff5-72dc-5287-893c-597dd4a19566,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,,>,B,B,,
Ecoinvent_3.7,molybdenum,e5a3dff5-72dc-5287-893c-597dd4a19566,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,molybdenum,fe0acd60-3ddc-11dd-a2be-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,"neodymium, 4% in bastnasite, 0.4% in crude ore",c970e81e-1c4e-4f21-814c-0c25444f41d2,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,neodymium,08a91e70-3ddc-11dd-96c4-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"neodymium, 4% in bastnasite, 0.4% in crude ore",c970e81e-1c4e-4f21-814c-0c25444f41d2,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,neodymium,08a91e70-3ddc-11dd-96c4-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,neodymium,db0c855c-e9ef-58d9-97cc-960e646fc882,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,neodymium,08a91e70-3ddc-11dd-96c4-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,,>,B,B,,
Ecoinvent_3.7,neodymium,db0c855c-e9ef-58d9-97cc-960e646fc882,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,neodymium,08a91e70-3ddc-11dd-96c4-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,"ni, ni 2.3e+0%, pt 2.5e-4%, pd 7.3e-4%, rh 2.0e-5%, cu 3.2e+0% in ore",0d7f8b87-12f4-4e83-a5a2-854e2f2b47de,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,nickel,08a91e70-3ddc-11dd-96d1-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"ni, ni 2.3e+0%, pt 2.5e-4%, pd 7.3e-4%, rh 2.0e-5%, cu 3.2e+0% in ore",0d7f8b87-12f4-4e83-a5a2-854e2f2b47de,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,nickel,08a91e70-3ddc-11dd-96d1-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,"ni, ni 3.7e-2%, pt 4.8e-4%, pd 2.0e-4%, rh 2.4e-5%, cu 5.2e-2% in ore",febbfa6e-44d4-42a0-abcd-aec8a428f75e,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,nickel,08a91e70-3ddc-11dd-96d1-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"ni, ni 3.7e-2%, pt 4.8e-4%, pd 2.0e-4%, rh 2.4e-5%, cu 5.2e-2% in ore",febbfa6e-44d4-42a0-abcd-aec8a428f75e,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,nickel,08a91e70-3ddc-11dd-96d1-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,"nickel, 1.13% in sulfide, ni 0.76% and cu 0.76% in crude ore",86c6e6cd-c2f5-4977-bad6-ce9cd48cf721,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,nickel,08a91e70-3ddc-11dd-96d1-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"nickel, 1.13% in sulfide, ni 0.76% and cu 0.76% in crude ore",86c6e6cd-c2f5-4977-bad6-ce9cd48cf721,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,nickel,08a91e70-3ddc-11dd-96d1-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,"nickel, 1.98% in silicates, 1.04% in crude ore",e47e4e5f-6528-413d-a8fb-1cd1875fbd73,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,nickel,08a91e70-3ddc-11dd-96d1-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"nickel, 1.98% in silicates, 1.04% in crude ore",e47e4e5f-6528-413d-a8fb-1cd1875fbd73,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,nickel,08a91e70-3ddc-11dd-96d1-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,nickel,974213ef-1ba0-40e5-bc7b-52ef099e9e09,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,nickel,08a91e70-3ddc-11dd-96d1-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,,>,B,B,,
Ecoinvent_3.7,nickel,974213ef-1ba0-40e5-bc7b-52ef099e9e09,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,nickel,08a91e70-3ddc-11dd-96d1-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,"nickel, ni 2.5e+0%, in mixed ore",f09c3144-a268-4bed-8ca2-63005b6ef75f,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,nickel,08a91e70-3ddc-11dd-96d1-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"nickel, ni 2.5e+0%, in mixed ore",f09c3144-a268-4bed-8ca2-63005b6ef75f,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,nickel,08a91e70-3ddc-11dd-96d1-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,niobium,8de8befc-efa2-5d07-a58b-b29ea97a3f41,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,niobium,08a91e70-3ddc-11dd-96d2-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,,>,B,B,,
Ecoinvent_3.7,niobium,8de8befc-efa2-5d07-a58b-b29ea97a3f41,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,niobium,08a91e70-3ddc-11dd-96d2-0050c2490048,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,"oil, crude",88d06db9-59a1-4719-9174-afeb1fa4026a,natural resource/in ground,kg,,45.8,FLOWNAME_MANUAL (PROXY),EFv.3.0,crude oil,fe0acd60-3ddc-11dd-a6f8-0050c2490048,resource/ground/non renewable/energy,mj,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,A,A
Ecoinvent_3.7,olivine,d7cadc9a-f42c-4711-a8e2-0b626c0a4c7a,natural resource/in ground,kg,,,FLOWNAME_MANUAL (PROXY),EFv.3.0,olivine,e2fa8f8e-6555-11dd-ad8b-0800200c9a66,resource/ground/non renewable/material,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,osmium,221d3aa1-6443-5d83-aad7-72929641bd0f,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,osmium,e2fab6b2-6555-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,,>,B,B,,
Ecoinvent_3.7,osmium,221d3aa1-6443-5d83-aad7-72929641bd0f,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,osmium,e2fab6b2-6555-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,palladium,edc69c63-a776-4dbf-acbf-e0368914980a,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,palladium,e2fb2bc2-6555-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,,>,B,B,,
Ecoinvent_3.7,palladium,edc69c63-a776-4dbf-acbf-e0368914980a,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,palladium,e2fb2bc2-6555-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,"palladium, pd 1.6e-6%, in mixed ore",669ab0eb-c020-4b98-bfe4-e0989013121a,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,palladium,e2fb2bc2-6555-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"palladium, pd 1.6e-6%, in mixed ore",669ab0eb-c020-4b98-bfe4-e0989013121a,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,palladium,e2fb2bc2-6555-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,"pd, pd 2.0e-4%, pt 4.8e-4%, rh 2.4e-5%, ni 3.7e-2%, cu 5.2e-2% in ore",4b8ac2cb-3fa6-4047-a9ab-183d9e63ccac,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,palladium,e2fb2bc2-6555-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"pd, pd 2.0e-4%, pt 4.8e-4%, rh 2.4e-5%, ni 3.7e-2%, cu 5.2e-2% in ore",4b8ac2cb-3fa6-4047-a9ab-183d9e63ccac,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,palladium,e2fb2bc2-6555-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,"pd, pd 7.3e-4%, pt 2.5e-4%, rh 2.0e-5%, ni 2.3e+0%, cu 3.2e+0% in ore",535bbc83-033b-42fe-9a68-8dc9eb420385,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,palladium,e2fb2bc2-6555-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"pd, pd 7.3e-4%, pt 2.5e-4%, rh 2.0e-5%, ni 2.3e+0%, cu 3.2e+0% in ore",535bbc83-033b-42fe-9a68-8dc9eb420385,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,palladium,e2fb2bc2-6555-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,peat,c5035ce2-5ee5-431f-a287-4b25da42be74,natural resource/biotic,kg,,1,NAME (PROXY),EFv.3.0,"peat, in ground",126514fa-415f-454a-8425-aa5d54a1402b,resource/biosphere/renewable/material,kg,DW,,29/09/2021,,,,,>,>,A,B,,B
Ecoinvent_3.7,perlite,09a68c14-01f6-4dee-ba29-8b7f400b72b5,natural resource/in ground,kg,,,FLOWNAME_MANUAL (PROXY),EFv.3.0,perlite,f214ae27-6555-11dd-ad8b-0800200c9a66,resource/ground/non renewable/material,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,"phosphorus, 18% in apatite, 12% in crude ore",a64e65fe-3c33-44f1-bd2d-ab7fac07653f,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,phosphorus,041f5cea-6556-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"phosphorus, 18% in apatite, 12% in crude ore",a64e65fe-3c33-44f1-bd2d-ab7fac07653f,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,phosphorus,041f5cea-6556-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,"phosphorus, 18% in apatite, 4% in crude ore",9a7380d1-6e23-48ad-b35a-14bd1ecb3133,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,phosphorus,041f5cea-6556-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"phosphorus, 18% in apatite, 4% in crude ore",9a7380d1-6e23-48ad-b35a-14bd1ecb3133,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,phosphorus,041f5cea-6556-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,phosphorus,483ae3c5-4eb0-46e4-b811-a72ad391716b,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,phosphorus,041f5cea-6556-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,,>,B,B,,
Ecoinvent_3.7,phosphorus,483ae3c5-4eb0-46e4-b811-a72ad391716b,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,phosphorus,041f5cea-6556-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,platinum,d13b2665-505d-49e2-8edd-dc966b0342af,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,platinum,041fab30-6556-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,,>,B,B,,
Ecoinvent_3.7,platinum,d13b2665-505d-49e2-8edd-dc966b0342af,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,platinum,041fab30-6556-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,>,>,A,A,,
Ecoinvent_3.7,"platinum, pt 4.7e-7%, in mixed ore",68be4a67-89e0-4cfe-a089-fa8706de230e,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,platinum,041fab30-6556-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,,>,B,B,,
Ecoinvent_3.7,"platinum, pt 4.7e-7%, in mixed ore",68be4a67-89e0-4cfe-a089-fa8706de230e,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,platinum,041fab30-6556-11dd-ad8b-0800200c9a66,resource/ground/non renewable/element,kg,DW,,29/09/2021,<,<,A,B,>,>,A,A,,
Ecoinvent_3.7,polonium,0407ec6b-8635-57d0-b250-b06e53b28d32,natural resource/in ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,polonium,cd375ebd-60f8-4260-b1bd-41b2840376cf,resource/ground/non renewable/element,kg,DW,,29/09/2021,'=,'=,A,A,,>,B,B,,
