SimaPro 9.5.0.1	Inventory	Date:	31/07/2023	Time:	11:54:34
Project	Doris_Thesis


Calculation: 	Compare
Results: 	Inventory
Product 1: 	1 kg white rice cooked, at household {CH} (of project Doris_Thesis)
Product 2: 	1 kg white rice cooked, at household {CN} (of project Doris_Thesis)
Product 3: 	1 kg white rice cooked, at household {IN} (of project Doris_Thesis)
Method: 	ReCiPe 2016 Midpoint (H) V1.08 / World (2010) H
Indicator: 	Inventory
Compartment: 	All compartments
Per sub-compartment: 	Yes
Default units: 	Yes
Exclude infrastructure processes: 	No
Exclude long-term emissions: 	No
Sorted on item: 	Substance
Sort order: 	Ascending

No	Substance	Compartment	Subcompartment	Unit	white rice cooked, at household {CH}	white rice cooked, at household {CN}	white rice cooked, at household {IN}
899	Gibberellic acid	Soil	forestry	kg	1.3410246E-17	8.3969713E-18	9.995295E-18
900	Glufosinate	Soil	agricultural	kg	9.4989237E-10	9.4562123E-10	9.4668664E-10
901	Glutaraldehyde	Water	ocean	kg	2.2583592E-8	9.2422207E-9	8.5008661E-9
902	Glyphosate	Air	low. pop.	kg	1.8148863E-8	1.1066356E-8	1.4862072E-8
903	Glyphosate	Water		kg	2.5723682E-11	1.7581847E-11	1.9671445E-11
904	Glyphosate	Water	groundwater	kg	2.1590032E-11	1.0963399E-11	1.3108606E-11
905	Glyphosate	Water	river	kg	7.2434426E-14	3.3337417E-14	4.4791824E-14
906	Glyphosate	Soil	agricultural	kg	1.3792987E-5	5.0199765E-5	5.0220317E-5
907	Glyphosate	Soil	forestry	kg	6.2930982E-10	4.2695374E-10	4.7318607E-10
908	Glyphosate	Soil	industrial	kg	1.2138352E-8	2.0765958E-8	1.4478018E-8
909	Gold	Raw	in ground	kg	2.8733942E-8	1.1970816E-8	9.877376E-9
910	Granite	Raw	in ground	kg	0.010290308	0.0075648391	0.002545299
911	Graphite	Raw	in ground	kg	2.5257811E-6	9.6789364E-7	6.1818082E-7
912	Gravel	Raw	in ground	kg	0.32172224	0.23866566	0.10001166
913	Gypsum	Raw	in ground	kg	0.0004103357	0.0002309531	0.00014449439
914	Hafnium	Raw	in ground	kg	4.335878E-7	1.1394784E-7	7.2603155E-8
915	Halosulfuron-methyl	Soil	agricultural	kg	3.3490061E-7	1.23816E-6	1.23816E-6
916	Haloxyfop-ethoxyethyl	Air	low. pop.	kg	9.2229497E-12	5.7750502E-12	6.8743037E-12
917	Haloxyfop-ethoxyethyl	Water		kg	1.2184447E-14	7.6294242E-15	9.0816489E-15
918	Haloxyfop-ethoxyethyl	Water	groundwater	kg	4.166118E-14	2.6086601E-14	3.1052061E-14
919	Heat, waste	Air		MJ	3.1833197	0.044170507	0.034844708
920	Heat, waste	Air	high. pop.	MJ	1.4308035	1.1494131	10.875094
921	Heat, waste	Air	low. pop.	MJ	0.0049260253	0.0028254676	0.0027899708
922	Heat, waste	Water		MJ	0.013443721	0.0086475027	0.0066809973
923	Heat, waste	Water	groundwater, long-term	MJ	0.1305984	0.037780646	0.036529534
924	Heat, waste	Water	river	MJ	0.023250116	0.010466889	0.010917671
925	Heat, waste	Soil	agricultural	MJ	0.0075935579	0.0075161869	0.0079169311
926	Heat, waste	Soil	industrial	MJ	0.0040016192	0.0041954152	0.0042060325
927	Helium	Air		kg	1.1336776E-8	3.6665046E-9	3.4564022E-9
928	Helium	Air	low. pop.	kg	3.7336326E-6	1.7541563E-6	1.5212092E-6
929	Heptane	Air		kg	1.2381129E-8	5.8376848E-8	1.3331029E-8
930	Heptane	Air	high. pop.	kg	2.2380231E-7	5.714921E-8	5.7849248E-8
931	Herbicides, unspecified	Soil	agricultural	kg	3.8338114E-11	2.0322701E-11	2.5593835E-11
932	Hexane	Air		kg	4.2331621E-7	4.1254266E-7	4.1251935E-7
933	Hexane	Air	high. pop.	kg	7.4487522E-6	4.5728151E-6	4.005952E-6
934	Hexane	Air	low. pop.	kg	1.3164242E-6	5.7977122E-7	3.9147744E-7
935	Hydrocarbons, aliphatic, alkanes, cyclic	Air	high. pop.	kg	7.584339E-7	2.7563526E-7	2.8083083E-7
936	Hydrocarbons, aliphatic, alkanes, cyclic	Air	low. pop.	kg	9.7080078E-9	2.6014742E-8	1.3810785E-8
937	Hydrocarbons, aliphatic, alkanes, unspecified	Air		kg	2.436919E-6	5.5496768E-7	4.3513234E-7
938	Hydrocarbons, aliphatic, alkanes, unspecified	Air	high. pop.	kg	6.6985285E-6	2.6371264E-6	2.7521852E-6
939	Hydrocarbons, aliphatic, alkanes, unspecified	Air	low. pop.	kg	2.5538999E-7	7.5386066E-7	6.5731519E-7
940	Hydrocarbons, aliphatic, alkanes, unspecified	Water	ocean	kg	2.8292517E-7	1.5992675E-7	1.3886357E-7
941	Hydrocarbons, aliphatic, alkanes, unspecified	Water	river	kg	5.8830901E-7	3.8571175E-7	3.2282916E-7
942	Hydrocarbons, aliphatic, alkenes, unspecified	Air	high. pop.	kg	0	0	0.0024552
943	Hydrocarbons, aliphatic, unsaturated	Air		kg	2.7686418E-7	2.3276724E-7	2.3013578E-7
944	Hydrocarbons, aliphatic, unsaturated	Air	high. pop.	kg	2.3610792E-6	5.7621315E-7	0.0079207268
945	Hydrocarbons, aliphatic, unsaturated	Air	low. pop.	kg	2.3739761E-7	7.1187447E-7	6.3047462E-7
946	Hydrocarbons, aliphatic, unsaturated	Water		kg	1.3893444E-20	3.522598E-21	2.8481016E-21
947	Hydrocarbons, aliphatic, unsaturated	Water	ocean	kg	2.611617E-8	1.4762469E-8	1.2818176E-8
948	Hydrocarbons, aliphatic, unsaturated	Water	river	kg	7.5601774E-8	1.117798E-7	1.0597883E-7
949	Hydrocarbons, aromatic	Air		kg	4.0736372E-7	1.4319666E-7	1.2459441E-7
950	Hydrocarbons, aromatic	Air	high. pop.	kg	1.743434E-6	3.7113683E-7	3.6784605E-7
951	Hydrocarbons, aromatic	Air	low. pop.	kg	2.1056134E-9	1.991038E-9	1.8153974E-9
952	Hydrocarbons, aromatic	Water	ocean	kg	1.3925412E-6	7.4645465E-7	6.5363928E-7
953	Hydrocarbons, aromatic	Water	river	kg	2.3673645E-6	1.5494681E-6	1.2968799E-6
954	Hydrocarbons, chlorinated	Air		kg	5.615638E-8	5.7422661E-9	3.1365262E-9
955	Hydrocarbons, chlorinated	Air	high. pop.	kg	2.9345345E-8	9.3939492E-8	1.1176412E-7
956	Hydrocarbons, chlorinated	Air	low. pop.	kg	3.4003734E-9	9.1080092E-9	4.8353343E-9
957	Hydrocarbons, unspecified	Air	low. pop.	kg	3.6384705E-8	2.6509473E-8	2.7812061E-8
958	Hydrocarbons, unspecified	Water		kg	1.2129847E-6	2.2704406E-7	2.2491545E-7
959	Hydrocarbons, unspecified	Water	ocean	kg	3.5693464E-6	1.4171984E-6	1.307247E-6
960	Hydrocarbons, unspecified	Water	river	kg	6.0257917E-7	2.866375E-7	2.7725328E-7
961	Hydrocarbons, unspecified	Soil		kg	1.0914202E-6	1.5259094E-7	1.6231847E-7
962	Hydrochloric acid	Air		kg	6.2347907E-6	3.158268E-6	2.820923E-6
963	Hydrochloric acid	Air	high. pop.	kg	4.9157707E-5	3.5689435E-5	2.9306356E-5
964	Hydrochloric acid	Air	low. pop.	kg	4.1242528E-5	0.00014476232	8.2980333E-5
965	Hydrochloric acid	Air	low. pop., long-term	kg	1.0749894E-6	1.5022809E-7	8.9188331E-8
966	Hydrochloric acid	Water		kg	1.8566061E-6	4.8148069E-7	3.0513272E-7
967	Hydrogen	Air		kg	7.3451438E-6	6.3493165E-6	5.2261337E-6
968	Hydrogen	Air	high. pop.	kg	5.0675955E-6	7.3023685E-6	6.9269557E-6
969	Hydrogen	Water	river	kg	0.00049061146	0.00048804995	0.0005136247
970	Hydrogen-3, Tritium	Air	low. pop.	Bq	5.7794203	2.2515542	2.8296593
971	Hydrogen-3, Tritium	Water	ocean	Bq	388.10519	205.86623	311.26174
972	Hydrogen-3, Tritium	Water	river	Bq	584.32565	359.75504	1221.5295
973	Hydrogen chloride	Air	high. pop.	kg	0	0	1.0512E-5
974	Hydrogen fluoride	Air		kg	9.3262544E-7	6.1314873E-7	5.8900278E-7
975	Hydrogen fluoride	Air	high. pop.	kg	1.236846E-6	1.5774972E-6	1.4471881E-6
976	Hydrogen fluoride	Air	low. pop.	kg	5.2086899E-6	1.6193502E-5	1.0380304E-5
977	Hydrogen fluoride	Air	low. pop., long-term	kg	8.6940494E-10	5.8544518E-10	5.778637E-10
978	Hydrogen peroxide	Air	high. pop.	kg	2.6811508E-10	1.7299406E-10	1.4658168E-10
979	Hydrogen peroxide	Water	river	kg	3.064882E-8	2.8360626E-8	2.5095842E-8
980	Hydrogen sulfide	Air		kg	1.8005921E-6	1.6284082E-6	1.5819706E-6
981	Hydrogen sulfide	Air	high. pop.	kg	1.7562437E-7	3.5417522E-7	3.4883927E-7
982	Hydrogen sulfide	Air	low. pop.	kg	3.6194688E-6	3.2631076E-6	1.7798529E-6
983	Hydrogen sulfide	Water	groundwater	kg	6.6996037E-6	5.8667707E-6	4.6194732E-6
984	Hydrogen sulfide	Water	groundwater, long-term	kg	1.6049051E-5	1.6372258E-5	1.0569483E-5
985	Hydrogen sulfide	Water	river	kg	2.0002091E-8	4.7208916E-8	4.5815038E-8
986	Hydroxide	Water		kg	1.1930755E-9	2.7906336E-9	2.8157489E-9
987	Hydroxide	Water	river	kg	4.0772994E-8	8.2958977E-8	7.8302927E-8
988	Hypochlorite	Water	ocean	kg	3.6301804E-8	2.1583538E-8	5.0696936E-8
989	Hypochlorite	Water	river	kg	3.6788066E-8	2.2052003E-8	5.1901604E-8
990	Imazamox	Air	low. pop.	kg	1.2201436E-12	4.6525391E-13	1.0174659E-12
991	Imazamox	Soil	agricultural	kg	1.360263E-10	4.9533814E-11	7.4839497E-11
992	Imazapyr	Soil	agricultural	kg	2.9400349E-12	2.9262531E-12	2.925969E-12
993	Imazaquin	Air	low. pop.	kg	3.8899435E-12	1.4832773E-12	3.243786E-12
994	Imazaquin	Soil	agricultural	kg	1.6670065E-13	6.3564754E-14	1.3901005E-13
995	Imazethapyr	Air	low. pop.	kg	1.0942509E-11	4.8805823E-12	8.8687941E-12
996	Imazethapyr	Water		kg	6.8504258E-14	4.2894686E-14	5.1059486E-14
997	Imazethapyr	Soil	agricultural	kg	1.6553338E-10	9.8618232E-11	1.1948617E-10
998	Imazethapyr	Soil	forestry	kg	5.5384289E-13	3.4679475E-13	4.1280548E-13
999	Imidacloprid	Air	low. pop.	kg	2.7824086E-10	2.0225534E-10	2.2637415E-10
1000	Imidacloprid	Water		kg	5.6403571E-13	4.3645874E-13	4.7681542E-13
1001	Imidacloprid	Water	groundwater	kg	2.8147512E-11	2.3593749E-11	2.5022838E-11
1002	Imidacloprid	Soil	agricultural	kg	2.2063171E-9	1.9140496E-9	2.2268827E-9
1003	Imidacloprid	Soil	forestry	kg	2.4803084E-11	2.0629278E-11	2.1940545E-11
1004	Indeno(1,2,3-cd)pyrene	Air		kg	3.6684173E-13	4.7545658E-15	2.9505553E-15
1005	Indeno(1,2,3-cd)pyrene	Water	river	kg	1.1352543E-12	1.4872658E-12	8.802943E-13
1006	Indoxacarb	Air	low. pop.	kg	1.6511636E-13	1.0338941E-13	1.2306909E-13
1007	Indoxacarb	Soil	agricultural	kg	1.0814173E-12	7.2883715E-13	2.6612543E-12
1008	Indoxacarb	Soil	forestry	kg	3.5835298E-15	2.2438662E-15	2.6709755E-15
1009	Insecticides, unspecified	Soil	agricultural	kg	4.0119539E-15	3.8149392E-15	3.8145816E-15
1010	Iodide	Water	groundwater	kg	4.1520863E-9	8.2933032E-10	1.1852195E-8
1011	Iodide	Water	groundwater, long-term	kg	2.5642674E-9	4.6790848E-9	6.0724273E-9
1012	Iodide	Water	ocean	kg	2.5354448E-6	1.4331897E-6	1.2444312E-6
1013	Iodide	Water	river	kg	9.090814E-6	1.7197714E-5	1.6595624E-5
1014	Iodide	Soil	industrial	kg	2.280391E-12	2.2739669E-12	2.2615263E-12
1015	Iodine	Raw	in water	kg	2.1537676E-5	7.7097955E-5	7.7116633E-5
1016	Iodine	Air		kg	1.9614333E-9	3.8262181E-9	2.3018486E-9
1017	Iodine	Air	high. pop.	kg	2.0585675E-8	6.2367486E-8	1.8423536E-8
1018	Iodine	Air	low. pop.	kg	1.9051298E-7	8.6123299E-7	5.0990161E-7
1019	Iodine	Air	low. pop., long-term	kg	3.7245474E-14	3.7162222E-14	3.6936435E-14
1020	Iodine-129	Air	low. pop.	Bq	0.0010036203	0.0005323596	0.00080490704
1021	Iodine-131	Air	low. pop.	Bq	0.0095807479	0.0034051915	0.0030704877
1022	Iodine-131	Water	river	Bq	0.018014809	0.010852859	0.045018969
1023	Iodine-133	Air	low. pop.	Bq	0.00011027657	7.7218587E-5	3.5420059E-5
1024	Iodine-133	Water	river	Bq	8.8419222E-5	2.4863345E-5	1.6744833E-5
1025	Iodosulfuron	Soil	agricultural	kg	1.2184834E-14	3.5111346E-15	3.247616E-15
1026	Iodosulfuron-methyl-sodium	Soil	agricultural	kg	5.376892E-14	3.2756801E-17	2.4429321E-17
1027	Ioxynil	Soil	agricultural	kg	4.1316E-11	1.3481105E-12	1.2404798E-12
1028	Iprodione	Soil	agricultural	kg	8.7295785E-10	8.7215128E-10	8.7968179E-10
1029	Iron	Raw	in ground	kg	0.023173578	0.0091626622	0.0075638926
1030	Iron-59	Water	river	Bq	0.081331375	0.049041145	0.20960303
1031	Iron, ion	Air		kg	7.5905414E-6	5.789818E-6	2.1589529E-6
1032	Iron, ion	Air	high. pop.	kg	5.3871952E-6	2.9880534E-6	2.8813045E-6
1033	Iron, ion	Air	low. pop.	kg	2.7620652E-8	4.4117599E-8	1.9735985E-8
1034	Iron, ion	Air	low. pop., long-term	kg	1.5391938E-6	9.1770117E-7	6.454153E-7
1035	Iron, ion	Water		kg	3.5064869E-6	1.2315526E-6	8.8971665E-7
1036	Iron, ion	Water	groundwater	kg	7.7046552E-5	1.7418825E-5	0.00020932836
1037	Iron, ion	Water	groundwater, long-term	kg	0.0020460509	0.0014732458	0.0017764574
1038	Iron, ion	Water	ocean	kg	5.231252E-7	2.9592082E-7	2.5700977E-7
1039	Iron, ion	Water	river	kg	5.9205563E-5	5.759306E-5	5.999687E-5
1040	Iron, ion	Soil		kg	1.241663E-5	2.6864322E-5	1.0828969E-5
1041	Iron, ion	Soil	agricultural	kg	1.2111036E-5	1.0758477E-5	1.1369218E-5
1042	Iron, ion	Soil	industrial	kg	2.9988714E-5	1.7074E-5	1.5342416E-5
1043	Isocyanic acid	Air	high. pop.	kg	1.6659352E-8	1.2102668E-8	1.1830644E-8
1044	Isoprene	Air	low. pop.	kg	9.7238255E-10	6.1202994E-10	7.526073E-10
1045	Isopropylamine	Air	high. pop.	kg	9.59515E-10	2.5095747E-9	2.5175628E-9
1046	Isopropylamine	Water	river	kg	2.3028499E-9	6.0230015E-9	6.0421728E-9
1047	Isoproturon	Soil	agricultural	kg	8.8584211E-11	1.2227918E-11	1.1288381E-11
1048	Isoxaflutole	Soil	agricultural	kg	6.8436177E-10	6.8015691E-10	6.7995042E-10
1049	Kaolinite	Raw	in ground	kg	8.0857267E-5	7.2444347E-5	6.9265974E-5
1050	Kieserite	Raw	in ground	kg	9.829431E-14	8.1347559E-14	7.7573589E-14
1051	Kresoxim-methyl	Soil	agricultural	kg	3.3638829E-12	3.9674728E-13	3.6560939E-13
1052	Krypton	Raw	in air	kg	1.9987374E-16	1.4787789E-17	1.9599127E-17
1053	Krypton-85	Air	low. pop.	Bq	0.20742062	0.049231106	0.048711615
1054	Krypton-85m	Air	low. pop.	Bq	0.96648208	0.46113329	0.24275633
1055	Krypton-87	Air	low. pop.	Bq	0.14920944	0.017251444	0.020593673
1056	Krypton-88	Air	low. pop.	Bq	0.19710966	0.022697152	0.027131244
1057	Krypton-89	Air	low. pop.	Bq	0.083763007	0.0095758279	0.011474336
1058	Lactic acid	Air	high. pop.	kg	1.9407369E-8	6.9390494E-8	6.9391569E-8
1059	Lactic acid	Water	river	kg	4.6578008E-8	1.6653834E-7	1.6654092E-7
1060	Lactofen	Air	low. pop.	kg	3.9174065E-12	1.4937493E-12	3.2666872E-12
1061	Lactofen	Soil	agricultural	kg	1.6787764E-13	6.4013552E-14	1.3999153E-13
1062	Lambda-cyhalothrin	Air	low. pop.	kg	5.6298952E-11	4.012309E-11	4.5261699E-11
1063	Lambda-cyhalothrin	Water		kg	7.6489571E-14	5.2793996E-14	6.0329919E-14
1064	Lambda-cyhalothrin	Water	groundwater	kg	9.0502022E-16	6.1129795E-16	7.0477155E-16
1065	Lambda-cyhalothrin	Water	river	kg	4.1099441E-24	9.2656837E-29	6.9482601E-29
1066	Lambda-cyhalothrin	Soil	agricultural	kg	4.8442005E-7	1.7828477E-6	1.7828587E-6
1067	Lambda-cyhalothrin	Soil	forestry	kg	3.5619782E-12	2.5532402E-12	2.8736147E-12
1068	Lanthanum	Raw	in ground	kg	6.3645023E-7	3.2718637E-7	2.7922878E-7
1069	Lanthanum-140	Air	low. pop.	Bq	3.972684E-6	4.5333115E-7	5.4354238E-7
1070	Lanthanum-140	Water	river	Bq	0.00014367653	3.3974442E-5	2.5187678E-5
1071	Laterite	Raw	in ground	kg	7.0744148E-5	3.8969353E-5	2.3080798E-5
1072	Lead	Raw	in ground	kg	6.5858459E-5	8.497916E-5	7.5005341E-5
1073	Lead	Air	high. pop.	kg	0	0	1.8576E-7
1074	Lead	Water		kg	0	4.13658E-8	4.13658E-8
1075	Lead	Soil	agricultural	kg	0	2.26058E-6	2.26058E-6
1076	Lead-210	Air		Bq	0.004869625	0.005641019	0.005007756
1077	Lead-210	Air	high. pop.	Bq	0.045422857	0.053840181	0.034587194
1078	Lead-210	Air	low. pop.	Bq	0.095551685	0.39755956	0.22919289
1079	Lead-210	Water		Bq	2.335213E-7	2.0185975E-7	1.7986376E-7
1080	Lead-210	Water	groundwater	Bq	0.0010499028	0.0094067307	0.00909456
1081	Lead-210	Water	ocean	Bq	2.0737545	1.2309039	1.074927
1082	Lead-210	Water	river	Bq	4.3108965	2.8619075	2.3610341
1083	Lead (II)	Air		kg	2.7915452E-7	2.3366298E-7	1.1465836E-7
1084	Lead (II)	Air	high. pop.	kg	1.4287292E-7	7.2027989E-8	6.2629109E-8
1085	Lead (II)	Air	low. pop.	kg	1.1180285E-6	9.5082381E-7	5.9705296E-7
1086	Lead (II)	Air	low. pop., long-term	kg	1.8010833E-8	1.0695172E-8	8.383365E-9
1087	Lead (II)	Air	stratosphere + troposphere	kg	8.0216551E-14	5.5359193E-14	5.479316E-14
1088	Lead (II)	Water		kg	5.3356014E-8	2.0379569E-8	1.315409E-8
1089	Lead (II)	Water	groundwater	kg	5.0482499E-8	2.6123239E-8	9.5698797E-9
1090	Lead (II)	Water	groundwater, long-term	kg	2.9494691E-5	1.9209294E-5	1.5404065E-5
1091	Lead (II)	Water	ocean	kg	1.6216362E-8	9.1350475E-9	8.4617469E-9
1092	Lead (II)	Water	river	kg	9.8509754E-8	5.751511E-8	5.149505E-8
1093	Lead (II)	Soil		kg	4.1341677E-8	4.78472E-8	1.0971067E-8
1094	Lead (II)	Soil	agricultural	kg	2.3438878E-7	1.2593907E-8	1.348161E-8
1095	Lead (II)	Soil	forestry	kg	4.3081443E-12	1.4503048E-12	1.0487109E-12
1096	Lead (II)	Soil	industrial	kg	2.8213221E-7	2.1485297E-7	2.120116E-7
1097	Lenacil	Soil	agricultural	kg	4.8284234E-14	2.8830687E-14	2.5746103E-14
1098	Linuron	Soil	agricultural	kg	2.8211811E-9	9.0738478E-10	5.1892627E-9
1099	Lithium	Raw	in ground	kg	9.3745988E-8	3.4124889E-7	3.4127548E-7
1100	Lithium (I)	Air	high. pop.	kg	3.7064975E-10	1.0463043E-13	8.1565162E-14
1101	Lithium (I)	Water		kg	8.6743749E-10	7.4982762E-10	6.6812138E-10
1102	Lithium (I)	Water	groundwater	kg	2.7381713E-10	1.7441818E-10	4.812419E-11
1103	Lithium (I)	Water	ocean	kg	5.7673208E-7	3.2600453E-7	2.8306804E-7
1104	Lithium (I)	Water	river	kg	1.387172E-6	1.4713088E-6	1.3431807E-6
1105	Lithium (I)	Soil		kg	2.7381713E-10	1.7441818E-10	4.812419E-11
1106	Lufenuron	Soil	agricultural	kg	7.8366471E-11	7.4532319E-11	7.565774E-11
1107	Lufenuron	Soil	forestry	kg	6.1592016E-13	5.6365657E-13	5.7964125E-13
1108	m-Xylene	Air		kg	4.5914891E-8	1.9441376E-7	4.7206116E-8
1109	m-Xylene	Air	high. pop.	kg	1.0820038E-6	8.0796176E-9	1.5331753E-8
1110	m-Xylene	Air	low. pop.	kg	1.5832241E-11	1.1852853E-11	1.1324136E-11
1111	m-Xylene	Water		kg	2.4445966E-14	2.1131506E-14	1.8828875E-14
1112	m-Xylene	Water	river	kg	9.9290591E-10	3.4855936E-9	3.5095617E-9
1113	Magnesite	Raw	in ground	kg	0.00018404841	6.7136525E-5	5.844821E-5
1114	Magnesium	Raw	in ground	kg	8.0326352E-5	6.613343E-5	5.19702E-5
1115	Magnesium	Air		kg	4.1349704E-7	4.0787611E-7	4.0767794E-7
1116	Magnesium	Air	high. pop.	kg	3.4672911E-6	2.5647908E-6	2.4919504E-6
1117	Magnesium	Air	low. pop.	kg	6.8107521E-7	1.0486141E-6	8.1177772E-7
1118	Magnesium	Air	low. pop., long-term	kg	1.419064E-7	9.2622184E-8	6.7692307E-8
1119	Magnesium	Water		kg	5.0621719E-10	4.3758269E-10	3.8990075E-10
1120	Magnesium	Water	groundwater	kg	2.6215499E-5	2.4314833E-5	4.7413915E-5
1121	Magnesium	Water	groundwater, long-term	kg	0.0023137997	0.0022684814	0.0050982766
1122	Magnesium	Water	ocean	kg	6.7014395E-5	8.5561822E-5	9.8099553E-5
1123	Magnesium	Water	river	kg	0.00020709785	0.00025308053	0.00023356872
1124	Magnesium	Soil		kg	4.6113945E-7	2.4089557E-6	4.8664057E-7
1125	Magnesium	Soil	agricultural	kg	7.2477519E-6	5.4959328E-6	5.9020157E-6
1126	Magnesium	Soil	industrial	kg	1.0309228E-5	5.6925848E-6	5.0159115E-6
1127	Malathion	Soil	agricultural	kg	1.7697209E-7	6.5213636E-7	6.5221036E-7
1128	Maleic hydrazide	Soil	agricultural	kg	2.7037292E-9	2.7019933E-9	2.7164772E-9
1129	Mancozeb	Air	low. pop.	kg	2.6052208E-9	2.1657405E-9	2.3038193E-9
1130	Mancozeb	Water		kg	4.9913037E-12	4.2191031E-12	4.4611291E-12
1131	Mancozeb	Water	groundwater	kg	6.7637815E-12	4.2375074E-12	5.0429211E-12
1132	Mancozeb	Soil	agricultural	kg	1.0225265E-7	1.0150959E-7	1.0223081E-7
1133	Mancozeb	Soil	forestry	kg	9.0791873E-11	7.3759362E-11	7.9125237E-11
1134	Mandipropamid	Soil	agricultural	kg	5.8383109E-12	5.8345626E-12	5.8658384E-12
1135	Maneb	Soil	agricultural	kg	6.2943042E-11	6.2902631E-11	6.3239817E-11
1136	Manganese	Raw	in ground	kg	0.00026847434	0.00011176645	9.970105E-5
1137	Manganese	Air	high. pop.	kg	0	0	1.6056E-6
1138	Manganese-54	Air	low. pop.	Bq	3.6978443E-7	4.2196862E-8	5.0593882E-8
1139	Manganese-54	Water	river	Bq	0.0026336893	0.00077086191	0.00051079924
1140	Manganese (II)	Air		kg	1.5342773E-7	9.4974515E-8	4.9932737E-8
1141	Manganese (II)	Air	high. pop.	kg	1.005132E-7	3.7770258E-8	4.9841262E-8
1142	Manganese (II)	Air	low. pop.	kg	1.8350533E-7	2.9512674E-7	1.7804268E-7
1143	Manganese (II)	Air	low. pop., long-term	kg	2.8529606E-8	1.5483634E-8	9.8719257E-9
1144	Manganese (II)	Water		kg	4.9495837E-7	4.8676978E-7	4.8535337E-7
1145	Manganese (II)	Water	groundwater	kg	1.3746832E-6	1.5741663E-6	2.5263692E-6
1146	Manganese (II)	Water	groundwater, long-term	kg	0.0001750743	0.0001456589	0.00063678177
1147	Manganese (II)	Water	ocean	kg	1.64753E-7	9.8457324E-8	8.6049713E-8
1148	Manganese (II)	Water	river	kg	6.6546202E-7	5.0421035E-7	4.7267478E-7
1149	Manganese (II)	Soil		kg	3.5249967E-8	1.3488272E-7	2.7752607E-8
1150	Manganese (II)	Soil	agricultural	kg	4.4989273E-6	3.4130727E-6	3.6691459E-6
1151	Manganese (II)	Soil	industrial	kg	5.8067901E-7	3.1639706E-7	2.8174016E-7
1152	MCPA applied to rice	Soil	agricultural	kg	0	1.7353E-6	1.7353E-6
1153	MCPB	Air	low. pop.	kg	5.1633161E-16	1.5182018E-20	1.2308832E-20
1154	MCPB	Water	groundwater	kg	5.0596947E-18	1.5179548E-22	1.2367283E-22
1155	MCPB	Water	river	kg	1.0948499E-15	3.2843362E-20	2.6757965E-20
1156	MCPB	Soil	agricultural	kg	6.1050143E-14	3.8078355E-15	3.8485382E-15
1157	Mecoprop	Soil	agricultural	kg	5.0701159E-11	3.0887877E-14	2.3035518E-14
1158	Mecoprop-P	Soil	agricultural	kg	8.9307349E-7	3.2923807E-6	3.2923806E-6
1159	Mefenpyr	Soil	agricultural	kg	3.2705774E-12	1.2509112E-14	1.1217104E-14
1160	Mefenpyr-diethyl	Soil	agricultural	kg	8.2674981E-18	3.0810024E-18	2.7538992E-18
1161	Mepiquat chloride	Soil	agricultural	kg	1.1602603E-12	2.750001E-14	1.6830338E-13
1162	Mercury	Raw	in ground	kg	9.2166166E-10	6.7430655E-10	6.8616866E-10
1163	Mercury	Air		kg	1.529E-10	0	0
1164	Mercury	Water		kg	0	9.7552E-11	9.7552E-11
1165	Mercury	Soil	agricultural	kg	0	4.43674E-9	4.43674E-9
1166	Mercury (II)	Air		kg	8.7282499E-9	4.312261E-9	3.6750059E-9
1167	Mercury (II)	Air	high. pop.	kg	3.3679355E-9	3.0761023E-9	2.551752E-9
1168	Mercury (II)	Air	low. pop.	kg	1.033726E-8	1.7171707E-8	1.5927108E-8
1169	Mercury (II)	Air	low. pop., long-term	kg	9.9265607E-11	5.5058786E-11	3.7675651E-11
1170	Mercury (II)	Air	stratosphere + troposphere	kg	2.8023362E-19	1.9339447E-19	1.9141698E-19
1171	Mercury (II)	Water		kg	1.1421047E-9	6.3750318E-10	5.8022959E-10
1172	Mercury (II)	Water	groundwater	kg	3.017933E-10	1.6407016E-10	2.7380084E-10
1173	Mercury (II)	Water	groundwater, long-term	kg	1.0001343E-7	7.7129685E-8	1.3345425E-7
1174	Mercury (II)	Water	ocean	kg	4.2983458E-10	1.9532253E-10	1.7607246E-10
1175	Mercury (II)	Water	river	kg	3.9496962E-8	8.8031688E-9	8.5440259E-9
1176	Mercury (II)	Soil		kg	2.1050363E-11	1.0996542E-10	2.2214453E-11
1177	Mercury (II)	Soil	agricultural	kg	-1.9709979E-9	2.1132753E-11	2.4634621E-11
1178	Mercury (II)	Soil	industrial	kg	5.0311295E-10	3.840665E-10	3.775452E-10
1179	Mesosulfuron-methyl (prop)	Soil	agricultural	kg	2.9660537E-13	1.8069627E-16	1.3475941E-16
1180	Mesotrione	Air	low. pop.	kg	1.1831356E-11	1.178181E-11	1.1780949E-11
1181	Mesotrione	Water		kg	1.0227228E-14	1.01844E-14	1.0183656E-14
1182	Mesotrione	Soil	agricultural	kg	6.4364791E-9	6.4064293E-9	6.4058291E-9
1183	Mesotrione	Soil	forestry	kg	4.0190632E-13	4.0022329E-13	4.0019403E-13
1184	Metalaxil	Soil	agricultural	kg	1.4363062E-9	1.429856E-9	1.5398457E-9
1185	Metalaxyl-M	Air	low. pop.	kg	1.1300806E-12	1.0907039E-12	1.1017989E-12
1186	Metalaxyl-M	Water		kg	1.4810564E-15	1.4255328E-15	1.4413374E-15
