SimaPro 9.5.0.1	Inventory	Date:	31/07/2023	Time:	11:54:34
Project	Doris_Thesis


Calculation: 	Compare
Results: 	Inventory
Product 1: 	1 kg white rice cooked, at household {CH} (of project Doris_Thesis)
Product 2: 	1 kg white rice cooked, at household {CN} (of project Doris_Thesis)
Product 3: 	1 kg white rice cooked, at household {IN} (of project Doris_Thesis)
Method: 	ReCiPe 2016 Midpoint (H) V1.08 / World (2010) H
Indicator: 	Inventory
Compartment: 	All compartments
Per sub-compartment: 	Yes
Default units: 	Yes
Exclude infrastructure processes: 	No
Exclude long-term emissions: 	No
Sorted on item: 	Substance
Sort order: 	Ascending

No	Substance	Compartment	Subcompartment	Unit	white rice cooked, at household {CH}	white rice cooked, at household {CN}	white rice cooked, at household {IN}
1578	Propene	Air		kg	3.2060711E-7	2.6942813E-7	2.685368E-7
1579	Propene	Air	high. pop.	kg	7.9424517E-7	7.4838357E-7	7.2570607E-7
1580	Propene	Air	low. pop.	kg	5.1181725E-8	7.4136687E-8	7.295387E-8
1581	Propene	Water	river	kg	1.0407762E-6	1.6011647E-6	1.5696251E-6
1582	Propiconazole	Air	low. pop.	kg	1.0889548E-11	6.2684263E-12	8.5082196E-12
1583	Propiconazole	Water		kg	2.844759E-14	1.7911703E-14	2.127036E-14
1584	Propiconazole	Water	groundwater	kg	2.5641224E-14	1.6053733E-14	1.9034614E-14
1585	Propiconazole	Water	river	kg	2.2551744E-20	5.819961E-25	4.4702547E-25
1586	Propiconazole	Soil	agricultural	kg	8.6621188E-7	2.8796914E-6	2.8796971E-6
1587	Propiconazole	Soil	forestry	kg	3.3716828E-13	2.1482962E-13	2.538193E-13
1588	Propionic acid	Air		kg	5.9257463E-8	3.3703242E-9	3.37009E-9
1589	Propionic acid	Air	high. pop.	kg	8.779846E-8	2.5573852E-7	2.5573467E-7
1590	Propionic acid	Air	low. pop.	kg	2.4028457E-8	1.0609041E-8	6.5457518E-9
1591	Propionic acid	Water	river	kg	1.5423929E-7	5.633132E-7	5.633216E-7
1592	Propoxycarbazone-sodium (prop)	Soil	agricultural	kg	3.7082325E-13	2.2591087E-16	1.6847949E-16
1593	Propylamine	Air	high. pop.	kg	1.5770621E-10	5.667995E-10	5.670814E-10
1594	Propylamine	Water	river	kg	3.7850008E-10	1.3603375E-9	1.3610141E-9
1595	Propylene oxide	Air	high. pop.	kg	5.8299244E-7	9.8528138E-8	8.920719E-8
1596	Propylene oxide	Water	river	kg	1.1087503E-7	2.3614746E-7	2.1382691E-7
1597	Prosulfuron	Soil	agricultural	kg	1.3286105E-11	1.3168256E-11	1.3166957E-11
1598	Protactinium-234	Air	low. pop.	Bq	0.0026024125	0.0058764846	0.0031278273
1599	Protactinium-234	Water	river	Bq	0.0093455313	0.0047949843	0.002694776
1600	Prothioconazole	Air	low. pop.	kg	1.3379718E-10	8.3778556E-11	9.9725407E-11
1601	Prothioconazole	Water		kg	2.404692E-13	1.5057241E-13	1.7923315E-13
1602	Prothioconazole	Water	groundwater	kg	4.3916939E-14	2.7498493E-14	3.2732701E-14
1603	Prothioconazole	Water	river	kg	1.440252E-20	3.2469831E-25	2.434886E-25
1604	Prothioconazole	Soil	agricultural	kg	1.1997291E-10	7.5473058E-11	8.9643304E-11
1605	Prothioconazole	Soil	forestry	kg	7.3871308E-12	4.6255322E-12	5.5059804E-12
1606	Pymetrozine	Soil	agricultural	kg	1.373329E-10	1.3724473E-10	1.3798042E-10
1607	Pyraclostrobin	Air	low. pop.	kg	1.4782468E-10	9.8714587E-11	1.1614887E-10
1608	Pyraclostrobin	Water		kg	1.7533316E-13	1.2045436E-13	1.379101E-13
1609	Pyraclostrobin	Water	groundwater	kg	1.1880103E-13	8.9606412E-14	9.8856096E-14
1610	Pyraclostrobin	Water	river	kg	1.4742509E-19	8.8590481E-20	1.051727E-19
1611	Pyraclostrobin	Soil	agricultural	kg	2.8865004E-10	1.9609362E-10	2.2298401E-10
1612	Pyraclostrobin	Soil	forestry	kg	6.5964637E-12	4.4379173E-12	5.1249304E-12
1613	Pyraflufen-ethyl	Soil	agricultural	kg	1.1693269E-10	8.5791427E-11	5.3835619E-10
1614	Pyrene	Air		kg	1.3411585E-11	1.4540846E-13	9.0604E-14
1615	Pyrene	Water	river	kg	2.4501668E-8	3.2098971E-8	1.8998985E-8
1616	Pyriproxyfen	Air	low. pop.	kg	1.440026E-11	9.0168791E-12	1.0733199E-11
1617	Pyriproxyfen	Water		kg	1.215431E-14	7.6105532E-15	9.059186E-15
1618	Pyriproxyfen	Water	groundwater	kg	2.4063451E-15	1.5067591E-15	1.7935636E-15
1619	Pyriproxyfen	Soil	agricultural	kg	3.6514346E-11	2.2863855E-11	2.7215881E-11
1620	Pyriproxyfen	Soil	forestry	kg	1.062061E-12	6.6502107E-13	7.9160467E-13
1621	Quinclorac	Soil	agricultural	kg	4.3412407E-6	1.60398E-5	1.60398E-5
1622	Quinmerac	Soil	agricultural	kg	2.8951897E-34	5.1602517E-35	5.2157269E-35
1623	Quinoxyfen	Soil	agricultural	kg	3.242829E-12	1.9755782E-15	1.4733439E-15
1624	Quizalofop-P	Soil	agricultural	kg	5.2338256E-14	4.9756506E-14	4.9791087E-14
1625	Quizalofop-P-ethyl	Air	low. pop.	kg	1.6681835E-11	1.5283145E-11	1.5710648E-11
1626	Quizalofop-P-ethyl	Water		kg	2.760761E-14	2.5461628E-14	2.6114672E-14
1627	Quizalofop-p-ethyl	Soil	agricultural	kg	1.4983228E-10	1.372802E-10	1.411165E-10
1628	Quizalofop-p-ethyl	Soil	forestry	kg	5.1217145E-13	4.7229813E-13	4.8443309E-13
1629	Radioactive species, alpha emitters	Water	river	Bq	0.020613918	0.02581241	0.025333533
1630	Radioactive species, Nuclides, unspecified	Water	ocean	Bq	0.97461394	0.51697349	0.78164383
1631	Radioactive species, Nuclides, unspecified	Water	river	Bq	0.0030340802	0.00092791878	0.00059369543
1632	Radioactive species, other beta emitters	Air		Bq	1.9371566E-11	6.9803662E-12	6.1529616E-12
1633	Radioactive species, other beta emitters	Air	high. pop.	Bq	0.193598	0.046467531	0.016578443
1634	Radioactive species, other beta emitters	Air	low. pop.	Bq	6.2489277E-6	4.0731778E-6	2.1492028E-6
1635	Radium-224	Water	ocean	Bq	0.54909247	0.31038091	0.26950214
1636	Radium-224	Water	river	Bq	1.141772	0.74857749	0.62653691
1637	Radium-226	Air		Bq	0.0012566792	0.001455767	0.0012923293
1638	Radium-226	Air	high. pop.	Bq	0.011728276	0.013926879	0.0089323208
1639	Radium-226	Air	low. pop.	Bq	0.064776208	0.1521164	0.1038808
1640	Radium-226	Water		Bq	2.1495972E-5	1.0564315E-5	8.9320112E-6
1641	Radium-226	Water	groundwater	Bq	0.0011776805	0.0105516	0.010201436
1642	Radium-226	Water	ocean	Bq	13.450027	9.540994	8.4882052
1643	Radium-226	Water	river	Bq	30.581926	19.632519	15.975412
1644	Radium-228	Air		Bq	0.0061558582	0.0062114301	0.0061626571
1645	Radium-228	Air	high. pop.	Bq	0.057662771	0.045278774	0.042266505
1646	Radium-228	Air	low. pop.	Bq	0.0077527484	0.032017563	0.018391151
1647	Radium-228	Water		Bq	1.5033887E-6	1.2995546E-6	1.1579464E-6
1648	Radium-228	Water	ocean	Bq	2.1776533	1.2309439	1.0688222
1649	Radium-228	Water	river	Bq	4.5281692	2.9687936	2.4847912
1650	Radon-220	Air		Bq	0.0017856913	0.0059459274	0.00254828
1651	Radon-220	Air	high. pop.	Bq	0.024201111	0.12246316	0.025249906
1652	Radon-220	Air	low. pop.	Bq	0.74149178	2.7542827	1.6034079
1653	Radon-222	Air		Bq	0.0010494371	0.0033859516	0.0014776809
1654	Radon-222	Air	high. pop.	Bq	0.014014567	0.069249464	0.014500043
1655	Radon-222	Air	low. pop.	Bq	1186.813	640.73656	371.78976
1656	Radon-222	Air	low. pop., long-term	Bq	42212.939	21658.521	12172.065
1657	Rhenium	Raw	in ground	kg	1.2660891E-9	9.4009576E-10	6.1190881E-10
1658	Rhodium	Raw	in ground	kg	1.0812137E-9	2.0752305E-10	1.8929969E-10
1659	Rhodium (III)	Air		kg	4.6804738E-11	2.8394331E-11	2.1965972E-11
1660	Rimsulfuron	Soil	agricultural	kg	1.3930912E-10	1.3892232E-10	1.3926774E-10
1661	Rubidium	Water	ocean	kg	2.1763475E-8	1.2302058E-8	1.0681813E-8
1662	Rubidium	Water	river	kg	4.5254539E-8	2.9670134E-8	2.4833013E-8
1663	Ruthenium-103	Air	low. pop.	Bq	9.6443776E-9	1.1005398E-9	1.3195431E-9
1664	Ruthenium-103	Water	river	Bq	1.7935695E-5	1.2168047E-5	5.6378219E-6
1665	Samarium	Raw	in ground	kg	2.2289136E-8	1.1532284E-8	9.8521094E-9
1666	Sand	Raw	in ground	kg	0.0095118743	0.005125704	0.0032799505
1667	Scandium	Raw	in ground	kg	2.3524076E-9	1.1102165E-9	9.338319E-10
1668	Scandium	Air		kg	1.2019805E-10	1.2011767E-10	1.2011041E-10
1669	Scandium	Air	high. pop.	kg	1.1119133E-9	8.4419416E-10	8.1270385E-10
1670	Scandium	Air	low. pop.	kg	1.2186787E-11	1.5567715E-11	7.067104E-12
1671	Scandium	Air	low. pop., long-term	kg	3.9485873E-9	2.0259323E-9	1.1385718E-9
1672	Scandium	Water	groundwater	kg	1.0608614E-8	5.3122914E-9	1.4438327E-8
1673	Scandium	Water	groundwater, long-term	kg	2.5496038E-6	2.5635744E-6	2.0418172E-6
1674	Scandium	Water	river	kg	4.3885251E-8	1.5660565E-7	8.0328728E-8
1675	Scandium	Soil		kg	1.637543E-9	8.5543941E-9	1.7280995E-9
1676	Scandium	Soil	agricultural	kg	3.9166089E-11	2.609324E-11	2.0268472E-11
1677	Selenium	Raw	in ground	kg	9.5911935E-7	7.1344522E-7	4.6384962E-7
1678	Selenium (IV)	Air		kg	1.8882181E-8	1.6439386E-8	1.4711932E-8
1679	Selenium (IV)	Air	high. pop.	kg	1.1243891E-8	8.870148E-9	7.5542955E-9
1680	Selenium (IV)	Air	low. pop.	kg	7.3707802E-8	1.1855028E-7	8.0604058E-8
1681	Selenium (IV)	Air	low. pop., long-term	kg	5.6337462E-10	2.8625124E-10	1.6211451E-10
1682	Selenium (IV)	Air	stratosphere + troposphere	kg	4.013701E-17	2.7699474E-17	2.7416259E-17
1683	Selenium (IV)	Water		kg	1.9520713E-8	1.8914234E-8	1.8666027E-8
1684	Selenium (IV)	Water	groundwater	kg	1.7850194E-8	7.615216E-9	3.3290739E-8
1685	Selenium (IV)	Water	groundwater, long-term	kg	7.0956315E-7	7.5329843E-7	1.3404094E-6
1686	Selenium (IV)	Water	river	kg	6.5457484E-8	1.2524497E-7	6.8472503E-8
1687	Selenium (IV)	Soil		kg	5.5790316E-9	9.8573151E-9	2.1889455E-9
1688	Selenium (IV)	Soil	agricultural	kg	2.5659423E-11	1.7094804E-11	1.3278755E-11
1689	Selenium (IV)	Soil	industrial	kg	7.5170807E-10	2.5686791E-10	2.4561811E-10
1690	Sethoxydim	Air	low. pop.	kg	2.0444272E-12	7.7956209E-13	1.7048279E-12
1691	Sethoxydim	Soil	agricultural	kg	5.7544538E-11	5.7441958E-11	5.7788296E-11
1692	Shale	Raw	in ground	kg	0.040393141	0.025309341	0.062048318
1693	Silicon	Raw	in ground	kg	7.2893985E-5	5.9246911E-5	4.8326454E-5
1694	Silicon	Air		kg	3.8588917E-6	3.5095853E-6	2.3079492E-6
1695	Silicon	Air	high. pop.	kg	1.4572215E-5	1.0646924E-5	1.0253493E-5
1696	Silicon	Air	low. pop.	kg	1.902213E-7	8.8059393E-8	6.3582295E-8
1697	Silicon	Air	low. pop., long-term	kg	2.6432628E-7	1.3952953E-7	8.3689957E-8
1698	Silicon	Water	groundwater	kg	9.4948212E-6	4.5453108E-6	2.2304324E-5
1699	Silicon	Water	groundwater, long-term	kg	0.0060592842	0.008236566	0.009140727
1700	Silicon	Water	ocean	kg	4.4552148E-9	1.7187703E-9	1.6844251E-9
1701	Silicon	Water	river	kg	1.0239626E-5	1.6462859E-5	9.733563E-6
1702	Silicon	Soil		kg	1.5716886E-5	8.0365498E-5	1.6252682E-5
1703	Silicon	Soil	agricultural	kg	1.8617142E-5	1.4125818E-5	1.5159606E-5
1704	Silicon	Soil	industrial	kg	2.0626734E-5	1.6767464E-5	1.6240682E-5
1705	Silicon tetrafluoride	Air	low. pop.	kg	3.2863444E-9	2.9444651E-8	2.8467506E-8
1706	Silthiofam	Soil	agricultural	kg	4.9835754E-12	3.036066E-15	2.264233E-15
1707	Silver	Raw	in ground	kg	6.0006863E-7	4.0649405E-7	3.046619E-7
1708	Silver-110	Air	low. pop.	Bq	1.8965147E-7	1.32799E-7	6.0914717E-8
1709	Silver-110	Water	river	Bq	0.032505062	0.0039368923	0.0045535683
1710	Silver (I)	Air		kg	7.6044607E-12	4.9268225E-12	1.6754189E-12
1711	Silver (I)	Air	high. pop.	kg	1.809696E-9	1.7486112E-9	4.7191263E-11
1712	Silver (I)	Air	low. pop.	kg	9.957077E-12	3.0183654E-11	2.495777E-11
1713	Silver (I)	Air	low. pop., long-term	kg	1.7224167E-10	9.1877188E-11	5.4713976E-11
1714	Silver (I)	Water		kg	1.1626328E-10	1.1602195E-10	1.1585587E-10
1715	Silver (I)	Water	groundwater	kg	6.8726666E-10	6.5197743E-10	1.0962332E-9
1716	Silver (I)	Water	groundwater, long-term	kg	1.730591E-6	8.9668443E-7	6.1455152E-7
1717	Silver (I)	Water	ocean	kg	1.3058085E-9	7.3812346E-10	6.4090878E-10
1718	Silver (I)	Water	river	kg	2.968815E-9	1.9249724E-9	1.6046808E-9
1719	Silver (I)	Soil		kg	2.5716966E-10	1.2467602E-9	2.5285252E-10
1720	Silver (I)	Soil	agricultural	kg	8.5993047E-11	5.7290208E-11	4.4501405E-11
1721	Silver (I)	Soil	industrial	kg	2.7782549E-10	2.7929669E-10	2.7784869E-10
1722	Simazine	Air	low. pop.	kg	7.9339334E-11	7.9007089E-11	7.9001315E-11
1723	Simazine	Water		kg	1.5101303E-13	1.5038064E-13	1.5036965E-13
1724	Simazine	Water	groundwater	kg	1.7094369E-12	1.7022784E-12	1.7021539E-12
1725	Simazine	Soil	agricultural	kg	2.0174699E-9	2.0082791E-9	2.0080968E-9
1726	Simazine	Soil	forestry	kg	2.3111893E-12	2.3015109E-12	2.3013427E-12
1727	Sodium	Raw	in ground	kg	3.908484E-8	5.2595642E-8	4.6833769E-8
1728	Sodium	Air		kg	3.8415421E-7	3.2142695E-7	1.6935957E-7
1729	Sodium	Air	high. pop.	kg	1.1589426E-6	5.4636442E-7	6.310669E-7
1730	Sodium	Air	low. pop.	kg	3.0439545E-8	5.6489058E-8	2.9599923E-8
1731	Sodium	Air	low. pop., long-term	kg	1.8143621E-7	8.4189062E-8	6.4894762E-8
1732	Sodium	Water		kg	4.7488934E-5	8.3428317E-5	8.21151E-5
1733	Sodium	Water	groundwater	kg	2.707858E-5	1.7172512E-5	5.8646107E-5
1734	Sodium	Water	groundwater, long-term	kg	0.0076726615	0.014484236	0.016891424
1735	Sodium	Water	ocean	kg	0.0015563058	0.0012746055	0.0013038953
1736	Sodium	Water	river	kg	0.0079003846	0.012001479	0.011623796
1737	Sodium	Soil		kg	7.5261224E-6	1.9906713E-6	7.6765249E-7
1738	Sodium	Soil	agricultural	kg	2.8799071E-8	1.8856437E-8	1.4925932E-8
1739	Sodium	Soil	industrial	kg	2.6236223E-5	1.2663577E-5	1.0868614E-5
1740	Sodium-24	Water	river	Bq	0.00063593519	0.00042699332	0.00019849961
1741	Sodium chlorate	Air	high. pop.	kg	3.335381E-6	4.6979944E-9	4.565358E-9
1742	Sodium chloride	Raw	in ground	kg	0.0041170747	0.0041335819	0.0038273989
1743	Sodium dichromate	Air	high. pop.	kg	5.6235867E-10	1.9918193E-10	2.3680312E-10
1744	Sodium formate	Air	high. pop.	kg	1.3585399E-10	1.3309032E-10	1.2699223E-10
1745	Sodium formate	Water	river	kg	3.2638092E-10	3.1974138E-10	3.0509108E-10
1746	Sodium hydroxide	Air	high. pop.	kg	9.4548655E-10	5.1463353E-10	4.4298278E-10
1747	Sodium nitrate	Raw	in ground	kg	5.4271741E-7	1.1190112E-7	1.01545E-7
1748	Sodium sulfate	Raw	in ground	kg	8.1891401E-6	6.0803196E-6	4.8528332E-6
1749	Sodium tetrahydroborate	Air	high. pop.	kg	5.9793684E-14	4.4238747E-15	5.8632217E-15
1750	Solids, inorganic	Water		kg	1.6856644E-6	2.3921649E-7	2.5421118E-7
1751	Solids, inorganic	Water	groundwater	kg	0.00016856471	3.9534885E-5	0.00046661709
1752	Solids, inorganic	Water	ocean	kg	7.6245683E-22	1.3589676E-22	1.3735772E-22
1753	Solids, inorganic	Water	river	kg	2.095435E-5	2.4498633E-5	2.2776437E-5
1754	Spinosad	Soil	agricultural	kg	2.8610474E-12	2.8592105E-12	2.8745371E-12
1755	Spiroxamine	Soil	agricultural	kg	2.8230461E-11	2.129828E-12	1.996272E-12
1756	Spodumene	Raw	in ground	kg	5.3961755E-6	1.9436628E-5	1.942614E-5
1757	Steatite	Raw	in ground	kg	4.4847395E-11	4.4460731E-11	4.4086618E-11
1758	Strontium	Raw	in ground	kg	6.8361124E-8	9.7619406E-8	9.154303E-8
1759	Strontium-89	Water	river	Bq	0.00085838498	0.00022760411	0.00015824182
1760	Strontium-90	Water	ocean	Bq	0.020768559	0.011016459	0.016656458
1761	Strontium-90	Water	river	Bq	0.21206099	0.084106862	0.076643833
1762	Strontium (II)	Air		kg	3.185733E-8	2.9894338E-8	2.0096775E-8
1763	Strontium (II)	Air	high. pop.	kg	1.7272543E-7	1.4797732E-7	1.2657237E-7
1764	Strontium (II)	Air	low. pop.	kg	9.1206571E-8	3.2230015E-7	1.8635265E-7
1765	Strontium (II)	Air	low. pop., long-term	kg	5.4834604E-9	2.2809934E-9	1.3569497E-9
1766	Strontium (II)	Water		kg	4.4007826E-11	3.8041108E-11	3.3895894E-11
1767	Strontium (II)	Water	groundwater	kg	1.1173574E-6	2.0771408E-6	2.2165593E-6
1768	Strontium (II)	Water	groundwater, long-term	kg	8.1261288E-5	7.8223318E-5	0.00015211454
1769	Strontium (II)	Water	ocean	kg	1.4911328E-5	8.9090084E-6	7.9754077E-6
1770	Strontium (II)	Water	river	kg	3.1084954E-5	2.03928E-5	1.7059423E-5
1771	Strontium (II)	Soil		kg	6.283405E-8	3.1434014E-7	6.3643219E-8
1772	Strontium (II)	Soil	agricultural	kg	2.6383438E-9	1.7503185E-9	1.366512E-9
1773	Strontium (II)	Soil	industrial	kg	1.5014106E-7	5.8198257E-8	4.92118E-8
1774	Styrene	Air		kg	1.1613993E-7	1.9797615E-7	1.1391375E-7
1775	Styrene	Air	high. pop.	kg	4.9704002E-7	2.1839626E-7	2.1397344E-7
1776	Styrene	Air	low. pop.	kg	1.6573901E-7	8.6390602E-7	1.7542524E-7
1777	Sulfadiazine	Water		kg	4.701694E-13	1.495739E-13	1.2939703E-13
1778	Sulfate	Air		kg	1.0742476E-6	8.8741427E-7	2.4513258E-7
1779	Sulfate	Air	high. pop.	kg	6.1376802E-6	3.4576274E-5	3.3505219E-5
1780	Sulfate	Air	low. pop.	kg	2.7953717E-8	1.7876158E-8	1.132042E-8
1781	Sulfate	Air	low. pop., long-term	kg	1.0926358E-6	5.6417927E-7	3.3477659E-7
1782	Sulfate	Water		kg	0.00010006086	2.7823833E-5	2.1940025E-5
1783	Sulfate	Water	groundwater	kg	0.00070256121	0.00056153029	0.0015571646
1784	Sulfate	Water	groundwater, long-term	kg	0.019156509	0.021977411	0.041901497
1785	Sulfate	Water	ocean	kg	0.00017918435	0.0015105305	0.0014990752
1786	Sulfate	Water	river	kg	0.00099988691	0.001722955	0.0016525436
1787	Sulfate	Soil		kg	5.2745784E-7	3.355566E-7	9.2589992E-8
1788	Sulfentrazone	Air	low. pop.	kg	2.7226062E-10	8.7848854E-11	8.5851832E-11
1789	Sulfentrazone	Water		kg	1.5342095E-13	4.8807453E-14	4.222354E-14
1790	Sulfentrazone	Water	groundwater	kg	6.1747818E-12	1.9643691E-12	1.6993842E-12
1791	Sulfentrazone	Soil	agricultural	kg	2.5905109E-9	8.3171366E-10	7.578552E-10
1792	Sulfentrazone	Soil	forestry	kg	9.267387E-12	2.9482124E-12	2.5505114E-12
1793	Sulfide	Water		kg	3.7727221E-9	3.7215585E-9	3.2962431E-9
1794	Sulfide	Water	ocean	kg	2.1058623E-10	1.117032E-10	1.688909E-10
1795	Sulfide	Water	river	kg	2.152799E-6	7.6726577E-6	7.6808257E-6
1796	Sulfite	Water		kg	2.443109E-13	2.2482933E-13	1.8880736E-13
1797	Sulfite	Water	river	kg	2.1702371E-7	2.0737455E-7	2.6874943E-7
1798	Sulfosate	Soil	agricultural	kg	6.6254096E-10	2.4185048E-10	3.6534122E-10
1799	Sulfosulfuron	Soil	agricultural	kg	3.1019676E-12	8.5141922E-16	6.3513435E-16
1800	Sulfur	Raw	in ground	kg	0.00020101426	0.00017098557	0.00014081352
1801	Sulfur	Water		kg	1.9293516E-8	1.9365368E-8	1.8019137E-8
1802	Sulfur	Water	groundwater	kg	4.6253717E-7	2.9401949E-7	8.1123846E-8
1803	Sulfur	Water	ocean	kg	1.1410013E-8	4.2677512E-9	3.9950549E-9
1804	Sulfur	Water	river	kg	7.2284196E-5	0.00016177495	0.00016356613
1805	Sulfur	Soil		kg	3.371158E-6	1.7042749E-5	3.4486772E-6
1806	Sulfur	Soil	agricultural	kg	2.1085366E-6	1.5984844E-6	1.7121063E-6
1807	Sulfur	Soil	industrial	kg	1.0760611E-5	8.582329E-6	7.8772255E-6
1808	Sulfur dioxide	Air		kg	0.00019736	0.00019241415	0.00017940402
1809	Sulfur dioxide	Air	high. pop.	kg	0.0006811082	0.00093843741	0.00093545469
1810	Sulfur dioxide	Air	low. pop.	kg	0.0014805576	0.0016984642	0.001276345
1811	Sulfur dioxide	Air	stratosphere + troposphere	kg	3.3701675E-12	2.325828E-12	2.3020471E-12
1812	Sulfur hexafluoride	Air		kg	7.9211777E-8	1.2258078E-7	6.823795E-8
1813	Sulfur hexafluoride	Air	high. pop.	kg	3.6019832E-16	2.6649508E-17	3.5320162E-17
1814	Sulfur oxides	Air		kg	2.5613568E-5	2.3660354E-5	2.350606E-5
1815	Sulfur trioxide	Air		kg	8.0207284E-8	6.9642674E-8	5.7323405E-8
1816	Sulfur trioxide	Air	high. pop.	kg	1.3412732E-6	5.7855557E-6	5.7103146E-6
1817	Sulfuric acid	Air		kg	7.7537945E-9	1.0896493E-8	1.0327794E-8
1818	Sulfuric acid	Air	high. pop.	kg	2.473648E-10	2.6438766E-10	2.4050812E-10
1819	Sulfuric acid	Air	low. pop.	kg	8.5787112E-10	7.582052E-10	7.1724721E-10
1820	Sulfuric acid	Water	river	kg	2.3220943E-6	1.2631508E-5	1.2587652E-5
1821	Sulfuric acid	Soil	agricultural	kg	6.2942787E-7	6.2851859E-7	6.3120849E-7
1822	Suspended solids, unspecified	Water		kg	0.00015180352	8.1159926E-5	0.00013059552
1823	Suspended solids, unspecified	Water	groundwater	kg	1.5707727E-5	3.8214628E-5	4.066732E-5
1824	Suspended solids, unspecified	Water	ocean	kg	0.00064565998	0.00026460318	0.00024331859
1825	Suspended solids, unspecified	Water	river	kg	9.6667525E-5	4.2379269E-5	3.8556971E-5
1826	t-Butyl methyl ether	Air	high. pop.	kg	4.5521576E-7	1.5263781E-9	3.7174904E-9
1827	t-Butyl methyl ether	Water		kg	8.8105274E-10	5.787416E-10	4.5516047E-10
1828	t-Butyl methyl ether	Water	river	kg	1.5547991E-11	4.3759371E-13	5.5225575E-13
1829	t-Butylamine	Air	high. pop.	kg	8.8778828E-10	2.4317953E-9	2.4341266E-9
1830	t-Butylamine	Water	river	kg	2.130701E-9	5.8363073E-9	5.8419024E-9
1831	Talc	Raw	in ground	kg	4.3361061E-6	3.1857248E-6	2.922117E-6
1832	Tantalum	Raw	in ground	kg	4.6852105E-7	3.8400164E-8	3.2658863E-8
1833	Tau-fluvalinate	Soil	agricultural	kg	4.6152102E-36	8.2259362E-37	8.3143691E-37
1834	Tebuconazole	Air	low. pop.	kg	1.1951112E-10	1.046686E-10	1.0928703E-10
1835	Tebuconazole	Water		kg	4.6740208E-13	3.4617749E-13	3.4421409E-13
1836	Tebuconazole	Water	groundwater	kg	4.496123E-13	3.6384873E-13	3.9087584E-13
1837	Tebuconazole	Water	river	kg	1.7732992E-20	3.997823E-25	2.9979346E-25
1838	Tebuconazole	Soil	agricultural	kg	2.9382291E-10	2.3697922E-10	2.4651654E-10
1839	Tebuconazole	Soil	forestry	kg	5.5034096E-12	4.5057423E-12	4.8197808E-12
1840	Tebupirimphos	Soil	agricultural	kg	6.1743727E-10	6.1454294E-10	6.1448327E-10
1841	Tebutam	Soil	agricultural	kg	8.7678261E-12	1.741622E-12	1.1075378E-12
1842	Tebuthiuron	Air	low. pop.	kg	9.2287858E-11	2.9359323E-11	2.5398878E-11
1843	Tebuthiuron	Water		kg	5.4108597E-14	1.7213443E-14	1.4891424E-14
1844	Tebuthiuron	Water	groundwater	kg	3.4155417E-12	1.0865784E-12	9.4000367E-13
1845	Tebuthiuron	Soil	agricultural	kg	8.2329488E-10	2.619129E-10	2.2658198E-10
1846	Tebuthiuron	Soil	forestry	kg	3.1080239E-12	9.8874845E-13	8.5537058E-13
1847	Technetium-99m	Water	river	Bq	0.0011047418	0.00022586438	0.00018254793
1848	Teflubenzuron	Air	low. pop.	kg	4.701795E-11	3.1636364E-11	3.6531933E-11
1849	Teflubenzuron	Water		kg	1.1408646E-13	7.7873024E-14	8.9394016E-14
1850	Teflubenzuron	Soil	agricultural	kg	2.8501938E-10	2.3336499E-10	2.5041457E-10
1851	Teflubenzuron	Soil	forestry	kg	2.5220512E-12	1.6891951E-12	1.954306E-12
1852	Tefluthrin	Air	low. pop.	kg	1.8133824E-14	1.8049055E-14	1.8047368E-14
1853	Tefluthrin	Water	groundwater	kg	8.8817627E-20	8.8402434E-20	8.8394172E-20
1854	Tefluthrin	Water	river	kg	1.4802546E-21	1.4733349E-21	1.4731972E-21
1855	Tefluthrin	Soil	agricultural	kg	4.8531335E-10	4.8288656E-10	4.8283965E-10
1856	Tellurium	Raw	in ground	kg	7.6014526E-8	5.6530999E-8	3.6759316E-8
1857	Tellurium	Air		kg	6.8374187E-11	4.1555795E-11	3.2191773E-11
1858	Tellurium-123m	Water	river	Bq	0.00010189884	6.9249612E-5	3.2985594E-5
1859	Tellurium-132	Water	river	Bq	5.1018062E-6	3.5724203E-6	1.6386643E-6
1860	Tembotrione	Soil	agricultural	kg	3.5643489E-10	3.5494227E-10	3.5491633E-10
1861	Tembotrione	Soil	forestry	kg	3.0693782E-12	3.0565248E-12	3.0563014E-12
1862	Terbium	Raw	in ground	kg	1.4009538E-10	1.4023604E-10	1.2907853E-10
1863	Terbufos	Soil	agricultural	kg	1.6464041E-9	1.6386807E-9	1.6385214E-9
1864	Terbuthylazin	Soil	agricultural	kg	7.8442306E-8	7.807579E-8	7.8068499E-8
1865	Terpenes	Air	low. pop.	kg	9.1160864E-9	5.7377807E-9	7.0556935E-9
1866	Tetrachloroethylene	Air		kg	3.3355581E-8	3.3354233E-8	3.3352312E-8
1867	Tetrachloroethylene	Air	high. pop.	kg	1.1823888E-8	4.2753055E-10	4.5484084E-10
1868	Tetrachloroethylene	Air	low. pop.	kg	7.2034426E-10	1.930644E-9	1.0249424E-9
1869	Tetramethyl ammonium hydroxide	Air	high. pop.	kg	2.1599782E-12	1.598074E-13	2.1180215E-13
1870	Thallium (I)	Air		kg	1.777541E-9	1.1353992E-9	9.198014E-10
